Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL255255,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,IC50,'=',3700,nM,5.43,,,UO_0000065,14.66,0.29,3.15,5.71,0,CHEMBL929004,Inhibition of CDK4,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1141545,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL258039,CCN(CC)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL929004,Inhibition of CDK4,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1141545,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL402370,O=C(Cc1ccc(Br)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,IC50,'=',2000,nM,5.7,,,UO_0000065,12.68,0.29,2.65,5.99,0,CHEMBL929004,Inhibition of CDK4,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1141545,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL475294,Cc1cc2c(N/N=C\c3cccs3)ncnc2s1,IC50,'=',1.9,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL1029073,Inhibition of CDK4-mediated retinoblastoma protein phosphorylation by dose-response curve analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1149082,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL460642,CCc1cc2c(N/N=C\C3CC3)ncnc2s1,IC50,'=',3.2,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL1029073,Inhibition of CDK4-mediated retinoblastoma protein phosphorylation by dose-response curve analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1149082,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL512389,CC(C)c1cc2c(N/N=C\c3ccccn3)ncnc2s1,IC50,'=',0.88,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL1029073,Inhibition of CDK4-mediated retinoblastoma protein phosphorylation by dose-response curve analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1149082,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL512390,CC(C)c1cc2c(N/N=C\c3ccncc3)ncnc2s1,IC50,'=',0.24,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL1029073,Inhibition of CDK4-mediated retinoblastoma protein phosphorylation by dose-response curve analysis,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1149082,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL457979,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)Cc4ccccc4)cc3)n2)n1C(C)C,IC50,'=',1500,nM,5.82,,,UO_0000065,13.01,0.25,0.87,6.49,0,CHEMBL992479,Inhibition of CDK4,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1142453,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL1271898,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(C3CCNCC3)cn2)n1,IC50,'=',134,nM,6.87,,,UO_0000065,17.27,0.34,2.62,7.52,0,CHEMBL1273635,Inhibition of CDK4 in human Jeko1 cells assessed as phosphorylated pRb at Ser780 level after 2 hrs by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jeko1,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1269009,1,Scientific Literature,J Med Chem,2010,None,,,
CHEMBL502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL1244094,Inhibition of human CDK4,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1240338,1,Scientific Literature,Cancer Res,2008,None,,,
