Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL526901,CC(=O)c1c(-c2ccncc2)[nH]c(-c2ccncc2)c1C,Activity,,,,,,Not Evaluated,,,,,,0,CHEMBL1035887,Binding affinity to human FGFR4 at 10 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1151712,1,Scientific Literature,J Med Chem,2008,None,,,
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,Kd,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL1063800,Binding constant for FGFR4 kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL1794067,C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@@H](O)CO)cc32)sc1C(N)=O)c1ccccc1Cl,Inhibition,'=',0.23,%,,,,UO_0000187,,,,,0,CHEMBL1962295,GSK_PKIS: FGFR4 mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL515466,Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1,Activity,,,,,,Not Evaluated,,,,,,0,CHEMBL1035887,Binding affinity to human FGFR4 at 10 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1151712,1,Scientific Literature,J Med Chem,2008,None,,,
CHEMBL160876,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1,Inhibition,'=',1.95,%,,,,UO_0000187,,,,,0,CHEMBL1962295,GSK_PKIS: FGFR4 mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Kd,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL1063800,Binding constant for FGFR4 kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,Kd,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1063800,Binding constant for FGFR4 kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL1908394,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,Kd,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1908827,Binding constant for FGFR4 kinase domain,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1908390,1,Scientific Literature,Nat Biotechnol,2011,None,,,
CHEMBL608154,COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,Kd,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1908827,Binding constant for FGFR4 kinase domain,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1908390,1,Scientific Literature,Nat Biotechnol,2011,None,,,
CHEMBL3401362,Cc1ccc(-c2nc3c(O)nc(N)nc3[nH]2)c(C)c1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL3404251,Inhibition of FGFR4 (unknown origin) after 90 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3399963,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,,
