Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,Kd,'=',5900,nM,5.23,,,UO_0000065,11.25,0.22,-0.32,5.66,1,CHEMBL1244841,Binding affinity to FGFR3 G697C mutant,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P22607,G697C,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1240346,1,Scientific Literature,Blood,2009,None,,,
CHEMBL572878,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,Kd,'=',860,nM,6.07,,,UO_0000065,13.06,0.25,2.57,5.94,1,CHEMBL1063711,Binding constant for FGFR3 kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,Kd,'=',690,nM,6.16,,,UO_0000065,15.62,0.31,4.94,4.22,0,CHEMBL1062841,Binding constant for FGFR3(G697C) kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P22607,G697C,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL573339,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,Kd,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL1062841,Binding constant for FGFR3(G697C) kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P22607,G697C,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,Kd,'>',10000,nM,,,,UO_0000065,,,,,1,CHEMBL1062841,Binding constant for FGFR3(G697C) kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P22607,G697C,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,
CHEMBL1081312,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,Inhibition,'=',85,%,,,,UO_0000187,,,,,0,CHEMBL1244432,Inhibition of FGFR3 K650E mutant at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P22607,K650E,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,
CHEMBL1081312,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,Inhibition,'=',91,%,,,,UO_0000187,,,,,0,CHEMBL1244431,Inhibition of FGFR3 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,
CHEMBL486124,Cc1nc(-c2ccccc2)n2nc(NCCCN3CCOCC3)ncc12,Inhibition,'=',4.45,%,,,,UO_0000187,,,,,0,CHEMBL1962293,GSK_PKIS: FGFR3 mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL1835870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL188426,CCOc1ccc2c(-c3ccnc(Nc4cc(OC)cc(C(F)(F)F)c4)n3)cnn2n1,Inhibition,'=',1.13,%,,,,UO_0000187,,,,,0,CHEMBL1962292,GSK_PKIS: FGFR3 mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
