Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,Inhibition,'=',36,%,,,,UO_0000187,,,,,0,CHEMBL1244438,Inhibition of FLT4 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,
CHEMBL556684,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(O)c1C2=O,IC50,'=',2.7,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL1026233,Inhibition of recombinant VEGFR3,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1151842,1,Scientific Literature,J Nat Prod,2009,None,,,
CHEMBL1516890,Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,Inhibition,'=',4.88,%,,,,UO_0000187,,,,,0,CHEMBL1962100,GSK_PKIS: FLT4 mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL1909369,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2s1.Cl,Inhibition,'=',52.77,%,,,,UO_0000187,,,,,0,CHEMBL1962101,GSK_PKIS: FLT4 mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL1909407,Cl.Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,Inhibition,'=',1.04,%,,,,UO_0000187,,,,,0,CHEMBL1962101,GSK_PKIS: FLT4 mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL260138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1172815,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,IC50,'=',146.8,nM,6.83,,,UO_0000065,19.07,0.35,2.37,7.94,0,CHEMBL1176707,Inhibition of VEGFR3,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1177651,1,Scientific Literature,Bioorg Med Chem,2010,None,,,
CHEMBL1082829,CCCCn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,IC50,'=',5,nM,8.3,,,UO_0000065,17.71,0.32,2.72,13.59,0,CHEMBL1119653,Inhibition of VEGFR3 at 3 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1155474,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL3623375,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12,IC50,'=',1188,nM,5.92,,,UO_0000065,11.63,0.22,1.26,5.07,0,CHEMBL3625818,Inhibition of human recombinant Flt4,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL3621115,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,,
CHEMBL196363,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,IC50,'=',13,nM,7.89,,,UO_0000065,21,0.4,3,8.49,1,CHEMBL882599,Inhibitory concentration against FLT4 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,None,,,
