Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL1254671,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(CN5CCOCC5)c(C(F)(F)F)c4)c(Cl)c3)c21,IC50,'=',4500,nM,5.35,,,UO_0000065,9.53,0.19,-0.56,5.72,0,CHEMBL1250685,Inhibition of His-tagged human FGFR1 expressed in Sf9 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1250549,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308860,,,
CHEMBL120077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL383618,Nc1c(-c2nc3ccccc3[nH]2)c(O)nc2cnccc12,IC50,'=',10,nM,8,,,UO_0000065,28.85,0.52,5.54,7.94,0,CHEMBL865654,Inhibitory activity against FGFR1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146959,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,
CHEMBL204427,CN1CCN(c2ccc3[nH]c(-c4c(N)c5ccccc5[nH]c4=O)nc3c2)CC1,IC50,'=',8,nM,8.1,,,UO_0000065,21.62,0.39,5.69,8.61,0,CHEMBL865654,Inhibitory activity against FGFR1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146959,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,
CHEMBL383417,Nc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccccc12,IC50,'=',44,nM,7.36,,,UO_0000065,26.63,0.48,4.71,8.4,0,CHEMBL865654,Inhibitory activity against FGFR1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146959,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,
CHEMBL490969,FC(F)(F)c1cccc(-n2cc(-c3ccccc3NCc3cccnc3)nn2)c1,Inhibition,'<',30,%,,,,UO_0000187,,,,,0,CHEMBL960818,Inhibition of FGFR1 at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153264,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL1094408,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1111953,Inhibition of FGFR1 assessed as [33P]gamma-ATP incorporation into substrate after 60 mins by gamma counting,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157785,1,Scientific Literature,J Med Chem,2010,None,,,
CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,'=',1600,nM,5.8,,,UO_0000065,10.16,0.18,-0.11,7.46,1,CHEMBL1244838,Binding affinity to FGFR1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240346,1,Scientific Literature,Blood,2009,None,,,
CHEMBL370515,CONC(=O)c1cc(Nc2ncnn3cc(-c4nc(C)no4)c(C(C)C)c23)c(F)cc1F,IC50,'=',110,nM,6.96,,,UO_0000065,15.69,0.3,3.44,5.82,0,CHEMBL829448,Inhibition of human fibroblast growth factor receptor 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144449,1,Scientific Literature,J Med Chem,2005,None,,,
CHEMBL191372,COc1cc(OC)cc(C2Cc3cnc(N(CCCCO)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL829923,Inhibition of glutamate/tyrosine (4:1) copolymer phosphorylation by human fibroblast growth factor receptor 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145157,1,Scientific Literature,J Med Chem,2005,None,,,
