Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL1164265,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3c(F)ccc(F)c3Cl)CCN4)cn2)CC1,Inhibition,'<',50,%,,,,UO_0000187,,,,,0,CHEMBL1168782,Inhibition of AKT2 at 1 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1165965,1,Scientific Literature,Bioorg Med Chem,2010,None,,,
CHEMBL453995,OCCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,IC50,'=',41,nM,7.39,,,UO_0000065,11.32,0.21,2.36,6,0,CHEMBL951580,Inhibition of Akt2 phosphorylation in human by C33a cells by IPKA assay,B,BAO_0000219,cell-based format,None,None,None,C33a,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1157492,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL480382,COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC,Inhibition,'=',-1.63,%,,,,UO_0000187,,,,,0,CHEMBL1961876,GSK_PKIS: AKT2 mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,
CHEMBL252259,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCCn4ccnc4)cc3)nc2n1,IC50,'=',1514,nM,5.82,,,UO_0000065,12.47,0.23,0.36,8.49,0,CHEMBL928490,Inhibition of Akt2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141509,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL254099,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1,IC50,'=',26,nM,7.58,,,UO_0000065,13.29,0.25,0.95,7.87,0,CHEMBL928490,Inhibition of Akt2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141509,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL1086796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1172464,c1ccc(-c2cnc3cnc(-c4cn[nH]c4)cn23)cc1,Inhibition,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL1173998,Inhibition of AKT2 at 10 uM by mobility shift assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1177828,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1096634,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21,IC50,'=',20,nM,7.7,,,UO_0000065,17.2,0.32,5.42,5.09,0,CHEMBL1109953,Inhibition of AKT2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1157000,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL3628627,CS(=O)(=O)c1cccc(Nc2nccc(-c3sc(N4CCOCC4)nc3-c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3)n2)c1,Inhibition,'=',21.57,%,,,,UO_0000187,,,,,0,CHEMBL3631610,Inhibition of AKT2 (unknown origin) at 10 uM after 120 mins P33 radiolabeled kinase activity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL3627608,1,Scientific Literature,Bioorg Med Chem,2015,None,,,
CHEMBL524998,COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1,IC50,'=',63,nM,7.2,,,UO_0000065,14.83,0.33,2.84,7.74,0,CHEMBL959245,Inhibition of AKT2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens,SINGLE PROTEIN,CHEMBL1153968,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
